-0.1641524583,-0.3021615148,0.2110642344,0.2111510783,0.4191921949,0.27460289,0.1247398779,-0.2594535649,-0.0268861987,0.1759363115,0.1323123574,-0.4812704325,-0.0009347408,0.1496900469,0.3788475096,-0.1089808494
-0.0504720211,-0.2973648906,0.1812168211,0.2302411199,0.4450620711,0.340195328,0.1226853728,-0.2652386725,-0.043326322,0.1573937833,0.0781767517,-0.5200712681,-0.0299867056,0.0616683289,0.32804811,-0.0916864127
-0.0836273208,-0.2359641492,0.1760691404,0.2000034451,0.4542719722,0.3238729835,0.1527814269,-0.2783171237,-0.0680399612,0.1467589289,0.1215472594,-0.5409007072,0.0207434446,0.088157922,0.3271538317,-0.0742946267
-0.0125427358,-0.1475562304,0.0940683112,0.1504090726,0.4673279226,0.3427383602,0.2094688565,-0.3246247172,-0.0593503378,0.1251353323,0.1485150009,-0.589404285,0.040651951,0.075865306,0.2528822124,0.0384934954
0.0889809057,-0.1369398385,0.0409950092,0.0396857262,0.4640150368,0.4108293653,0.0999905318,-0.3352654576,-0.1135722995,0.1719898283,0.1808954626,-0.5716951489,0.0189243667,-0.0101158675,0.2081193775,0.1333072484
0.37220788,-0.17902565,-0.40230304,0.1627467722,-0.2903688252,-0.2139822245,0.1205174476,-0.0562687591,0.3470055163,-0.29494223,-0.2473549843,0.3361119926,0.1090326384,-0.0861662924,0.0036823722,0.3039701581
0.400680989,0.1383251101,-0.2558588982,0.2551215291,-0.2782275081,-0.2991029024,0.1597034633,0.0291944928,0.3001774549,-0.4955812693,-0.0992746279,0.2294274569,0.1907988638,0.0416232497,0.1072761193,0.2206694782
0.3886515498,0.1226662621,-0.2845108807,0.1993896067,-0.2855939269,-0.3012448847,0.1260546446,0.0550950468,0.2954622209,-0.5094073415,-0.2176159769,0.2637845874,0.1663728356,-0.0528805926,0.0416517556,0.1613032371
0.2367758006,-0.1620522439,-0.2265910208,0.092430003,-0.2703314424,-0.2290200591,0.1048870981,0.0494256057,0.3898242414,-0.5072543621,-0.4278883934,0.2927604318,-0.0878749937,-0.1474757344,-0.1048007384,-0.0171635319
0.2411327362,-0.24004592,-0.2512851954,0.055216413,-0.2494595647,-0.1766106784,0.0916402861,0.0152306408,0.3931439519,-0.4390742183,-0.4568195641,0.3170945346,-0.1224218234,-0.1869207174,-0.0969833061,0.0086549968
0.2761107683,-0.2579346597,-0.402672559,0.0102997245,-0.2752077878,-0.1938003153,0.1178045645,-0.021527499,0.3406272829,-0.2317632586,-0.4008506536,0.3684505224,-0.0072935461,-0.1947437972,-0.1549742371,0.1979100406
0.200952515,-0.1476542801,-0.408302784,-0.0575823523,-0.2812900543,-0.2610149384,0.2398833185,-0.0084202401,0.3441623747,-0.2418138236,-0.3987525105,0.3378717005,0.00882822,-0.1292826384,-0.2343734056,0.2027716935
0.1772987992,-0.175919041,-0.3722867668,-0.0460005328,-0.2772374153,-0.2601815164,0.2093397379,0.038362138,0.3379121423,-0.2840607762,-0.4387824535,0.362880975,-0.03055113,-0.1696380973,-0.2203132659,0.0985804871
-0.0541562922,-0.3202791512,-0.3294337392,-0.1560774297,-0.2008675337,-0.1946044564,0.2108006626,0.0096553974,0.3581070006,-0.2136401236,-0.487573117,0.2981805801,-0.1591674685,-0.1539537609,-0.2971400619,-0.03166252
-0.2178171873,-0.3715897202,-0.2563101649,-0.2273082882,-0.158951357,-0.2054860294,0.1801847368,-0.0034929893,0.3729220629,-0.21114631,-0.4955557883,0.2886193097,-0.1496390402,-0.0547436327,-0.2276930958,-0.0859118849
-0.2304120064,-0.4585834444,-0.2181528509,-0.1862092912,-0.1553500593,-0.1693794727,0.0676145926,0.0041919961,0.357889384,-0.1746306419,-0.4991578162,0.3466670215,-0.1547728926,-0.0938505307,-0.1371025592,-0.1321285516
